# Reviewed-protein consensus per KO; generated by scripts/build_kegg_swissprot_consensus.py.
# Swiss-Prot 2026_03 (uniprot_sprot.dat.gz sha256 c87208822a56e8ae); KEGG gene links sha256 20ab0dd3b910cb82; go-basic.obo sha256 b08d45b268b8c24c
# ko	predicate	agreeing	proteins
K09887	hydrolase	7	7
K09900	amidase	79	79
K09900	hydrolase	79	79
K09903	atp_binding	550	550
K09903	kinase	550	550
K09903	transferase	550	550
K09913	glycosyltransferase	183	183
K09913	transferase	183	183
K09933	hydrolase	61	62
K09933	peptidase	61	62
K09933	protease	61	62
K09935	glycosidase	6	6
K09935	hydrolase	6	6
K09951	hydrolase	71	71
K09952	hydrolase	9	10
K10000	translocase	5	5
K10000	transporter	5	5
K10011	dehydrogenase	73	73
K10011	nad_binding	73	73
K10011	oxidoreductase	73	73
K10011	transferase	73	73
K10012	glycosyltransferase	73	73
K10012	transferase	73	73
K10026	lyase	40	40
K10028	decarboxylase	9	9
K10028	lyase	9	9
K10047	biosynthesis	5	5
K10047	hydrolase	5	5
K10047	phosphatase	5	5
K10080	cytoplasmic	5	5
K10106	decarboxylase	7	7
K10106	lyase	7	7
K10111	atp_binding	24	24
K10111	translocase	24	24
K10111	transporter	24	24
K10112	translocase	18	22
K10112	transporter	18	22
K10144	transferase	6	6
K10158	glycosyltransferase	5	5
K10158	transferase	5	5
K10203	transferase	13	13
K10206	aminotransferase	103	103
K10206	plp_binding	103	103
K10206	transferase	103	103
K10208	transferase	10	10
K10209	flavin_binding	11	11
K10209	oxidoreductase	11	11
K10210	oxidoreductase	12	12
K10210	oxygenase	11	12
K10211	glycosyltransferase	11	11
K10211	transferase	11	11
K10212	transferase	11	11
K10213	glycosidase	27	27
K10213	hydrolase	27	27
K10215	monooxygenase	8	8
K10215	nad_binding	8	8
K10215	oxidoreductase	8	8
K10215	oxygenase	8	8
K10223	oxidoreductase	9	9
K10223	oxygenase	9	9
K10226	oxidoreductase	8	8
K10226	oxygenase	8	8
K10244	transferase	7	7
K10249	transferase	5	5
K10250	transferase	5	5
K10251	dehydrogenase	47	48
K10251	nad_binding	47	48
K10251	oxidoreductase	48	48
K10255	oxidoreductase	6	6
K10255	oxygenase	6	6
K10257	oxidoreductase	11	11
K10257	oxygenase	11	11
K10258	nad_binding	10	10
K10258	oxidoreductase	10	10
K10276	dioxygenase	19	19
K10276	oxidoreductase	19	19
K10276	oxygenase	19	19
K10354	atp_binding	9	9
K10354	atpase	9	9
K10354	hydrolase	9	9
K10355	atp_binding	37	39
K10355	atpase	37	39
K10355	hydrolase	37	39
K10358	cytoplasmic	5	5
K10358	transporter	5	5
K10441	atp_binding	96	97
K10441	translocase	96	97
K10441	transporter	96	97
K10524	atp_binding	8	8
K10524	kinase	8	8
K10524	transferase	8	8
K10525	isomerase	5	5
K10526	ligase	6	6
K10526	synthetase	6	6
K10527	dehydratase	5	5
K10527	dehydrogenase	5	5
K10527	isomerase	5	5
K10527	lyase	5	5
K10527	nad_binding	5	5
K10527	oxidoreductase	5	5
K10527	racemase	5	5
K10531	monooxygenase	7	7
K10531	nad_binding	7	7
K10531	oxidoreductase	7	7
K10531	oxygenase	7	7
K10534	nad_binding	10	10
K10534	nitrogen_metabolism	10	10
K10534	oxidoreductase	10	10
K10536	hydrolase	58	58
K10539	atp_binding	38	38
K10539	translocase	38	38
K10539	transporter	38	38
K10542	atp_binding	30	30
K10542	translocase	30	30
K10542	transporter	30	30
K10545	atp_binding	31	31
K10545	translocase	31	31
K10545	transporter	31	31
K10558	atp_binding	25	26
K10558	translocase	25	26
K10558	transporter	25	26
K10562	atp_binding	12	12
K10562	translocase	12	12
K10562	transporter	12	12
K10563	glycosidase	444	445
K10563	hydrolase	444	445
K10563	lyase	444	445
K10572	atp_binding	10	10
K10572	kinase	10	10
K10572	transferase	10	10
K10573	transferase	21	21
K10574	transferase	5	5
K10575	transferase	8	8
K10576	transferase	8	8
K10577	transferase	16	16
K10579	transferase	15	15
K10580	transferase	12	13
K10581	transferase	7	7
K10582	transferase	10	10
K10583	transferase	23	23
K10585	transferase	5	5
K10589	transferase	6	6
K10590	transferase	9	9
K10591	transferase	14	14
K10592	transferase	8	8
K10596	transferase	5	5
K10597	cytoplasmic	6	6
K10597	transferase	6	6
K10598	isomerase	10	12
K10598	transferase	12	12
K10599	transferase	12	12
K10601	transferase	13	13
K10605	transferase	7	7
K10625	transferase	6	6
K10627	transferase	12	12
K10628	hydrolase	8	8
K10628	transferase	8	8
K10629	transferase	5	5
K10635	transferase	6	6
K10637	transferase	5	5
K10638	transferase	11	12
K10644	transferase	6	6
K10645	transferase	7	7
K10656	transferase	7	7
K10657	transferase	14	14
K10659	transferase	8	8
K10660	transferase	6	6
K10661	transferase	5	5
K10664	transferase	16	16
K10666	transferase	14	14
K10667	transferase	8	8
K10668	transferase	5	5
K10669	atp_binding	5	5
K10669	kinase	5	5
K10669	transferase	5	5
K10670	oxidoreductase	10	10
K10674	dioxygenase	9	9
K10674	oxidoreductase	9	9
K10674	oxygenase	9	9
K10675	dehydratase	6	6
K10675	lyase	6	6
K10681	sensor_kinase	12	12
K10681	transferase	12	12
K10681	two_component	12	12
K10683	transferase	5	5
K10685	transferase	9	10
K10686	ligase	11	11
K10686	synthetase	11	11
K10687	transferase	9	9
K10688	transferase	13	13
K10689	transferase	7	7
K10693	transferase	5	5
K10694	transferase	9	9
K10695	transferase	13	13
K10696	transferase	32	32
K10701	biotin_binding	5	5
K10701	carboxylase	5	5
K10701	ligase	5	5
K10703	dehydratase	21	21
K10703	lyase	21	21
K10705	nad_binding	6	6
K10705	oxidoreductase	6	6
K10726	isomerase	6	6
K10737	isomerase	9	9
K10738	isomerase	6	6
K10742	hydrolase	7	7
K10742	isomerase	7	7
K10743	endonuclease	11	11
K10743	hydrolase	11	11
K10743	nuclease	11	11
K10743	rnase	11	11
K10746	hydrolase	9	9
K10747	ligase	74	74
K10747	ligase_dna	74	74
K10758	oxidoreductase	12	12
K10758	sulfur_metabolism	12	12
K10760	transferase	8	8
K10761	nucleotidyltransferase	15	16
K10761	transferase	15	16
K10767	dioxygenase	8	8
K10767	oxidoreductase	8	8
K10767	oxygenase	8	8
K10768	dioxygenase	5	5
K10768	oxidoreductase	5	5
K10768	oxygenase	5	5
K10771	dnase	12	13
K10771	endonuclease	12	13
K10771	hydrolase	13	13
K10771	nuclease	12	13
K10772	exonuclease	7	7
K10772	hydrolase	7	7
K10772	nuclease	7	7
K10773	lyase	32	34
K10775	lyase	15	15
K10777	ligase	20	20
K10777	ligase_dna	20	20
K10779	atp_binding	6	6
K10779	atpase	6	6
K10779	hydrolase	6	6
K10798	glycosyltransferase	8	8
K10798	transferase	8	8
K10799	glycosyltransferase	5	5
K10799	transferase	5	5
K10800	glycosidase	5	5
K10800	hydrolase	5	5
K10806	hydrolase	10	10
K10807	oxidoreductase	17	17
K10808	oxidoreductase	22	22
K10823	translocase	13	14
K10823	transporter	13	14
K10824	ion_transporter	18	18
K10824	translocase	18	18
K10824	transporter	18	18
K10831	atp_binding	43	43
K10831	translocase	43	43
K10831	transporter	43	43
K10834	atp_binding	71	71
K10834	translocase	71	71
K10834	transporter	71	71
K10837	atp_binding	5	5
K10837	kinase	5	5
K10837	transferase	5	5
K10838	dna_repair	7	7
K10838	stress_response	7	7
K10841	atp_binding	6	6
K10841	atpase	6	6
K10841	hydrolase	6	6
K10843	isomerase	20	20
K10844	isomerase	10	10
K10862	hydrolase	7	7
K10862	phosphodiesterase	7	7
K10863	hydrolase	13	14
K10866	hydrolase	11	12
K10872	cell_division	7	8
K10872	mobile_element	7	8
K10872	recombinase	7	8
K10872	recombinational_repair	7	8
K10872	resolvase	7	8
K10875	atp_binding	20	23
K10875	atpase	20	23
K10875	hydrolase	20	23
K10877	atp_binding	5	5
K10877	atpase	5	5
K10877	hydrolase	5	5
K10878	isomerase	15	15
K10884	atp_binding	12	13
K10884	atpase	12	13
K10884	hydrolase	12	13
K10885	atp_binding	11	13
K10885	atpase	11	13
K10885	hydrolase	11	13
K10887	hydrolase	6	6
K10899	isomerase	8	8
K10900	enzyme	5	5
K10900	isomerase	5	5
K10901	enzyme	9	11
K10901	helicase	9	11
K10901	isomerase	11	11
K10901	mobile_element	9	11
K10901	recombinase	9	11
K10901	recombinational_repair	9	11
K10901	resolvase	9	11
K10908	nucleotidyltransferase	14	14
K10908	transferase	14	14
K10950	oxidoreductase	9	9
K10950	sulfur_metabolism	9	9
K10960	nad_binding	5	5
K10960	oxidoreductase	5	5
K10967	glycosyltransferase	10	10
K10967	transferase	10	10
K10976	oxidoreductase	7	7
K10976	sulfur_metabolism	7	7
K10977	transferase	5	5
K10999	glycosyltransferase	19	19
K10999	transferase	19	19
K11000	glycosyltransferase	12	12
K11000	transferase	12	12
K11065	oxidoreductase	48	48
K11065	peroxidase	48	48
K11072	atp_binding	156	156
K11072	translocase	156	156
K11072	transporter	156	156
K11085	atp_binding	104	106
K11085	translocase	104	106
K11085	transporter	104	106
K11121	transferase	19	19
K11126	nucleotidyltransferase	12	12
K11126	transferase	12	12
K11131	isomerase	16	16
K11131	mutase	16	16
K11136	isomerase	20	20
K11140	hydrolase	10	10
K11140	peptidase	10	10
K11140	protease	10	10
K11141	hydrolase	5	5
K11141	peptidase	5	5
K11141	protease	5	5
K11145	endonuclease	18	20
K11145	hydrolase	18	20
K11145	nuclease	18	20
K11145	rnase	18	20
K11147	dehydrogenase	7	8
K11147	nad_binding	7	8
K11147	oxidoreductase	8	8
K11151	dehydrogenase	9	9
K11151	nad_binding	9	9
K11151	oxidoreductase	9	9
K11154	dehydrogenase	5	5
K11154	nad_binding	5	5
K11154	oxidoreductase	5	5
K11155	enzyme	8	9
K11155	transferase	9	9
K11158	carbohydrate_esterase	7	8
K11158	enzyme	7	8
K11158	esterase	8	8
K11158	hydrolase	8	8
K11158	isomerase	8	8
K11160	transferase	7	7
K11166	oxidoreductase	10	10
K11167	oxidoreductase	7	7
K11173	oxidoreductase	14	14
K11175	transferase	13	13
K11176	hydrolase	20	20
K11179	sulfurtransferase	20	20
K11179	transferase	20	20
K11188	oxidoreductase	11	11
K11188	peroxidase	11	11
K11192	atp_binding	14	14
K11192	kinase	14	14
K11192	transferase	14	14
K11202	atp_binding	9	9
K11202	kinase	9	9
K11202	transferase	9	9
K11204	biosynthesis	8	9
K11204	ligase	9	9
K11204	nrps	8	9
K11204	sulfur_assimilation	8	9
K11204	sulfur_metabolism	8	9
K11204	synthetase	9	9
K11206	hydrolase	17	18
K11210	transferase	43	43
K11211	atp_binding	26	26
K11211	kinase	26	26
K11211	transferase	26	26
K11212	transferase	41	41
K11216	atp_binding	25	25
K11216	kinase	25	25
K11216	transferase	25	25
K11226	kinase	6	6
K11226	transferase	6	6
K11257	glycosyltransferase	8	8
K11257	transferase	8	8
K11259	lyase	5	5
K11262	biotin_binding	13	13
K11262	carboxylase	13	13
K11262	ligase	13	13
K11268	transferase	13	13
K11273	isomerase	21	21
K11303	transferase	25	25
K11304	transferase	20	20
K11308	transferase	7	7
K11323	dioxygenase	12	12
K11323	oxidoreductase	12	12
K11323	oxygenase	12	12
K11338	atp_binding	25	25
K11338	atpase	25	25
K11338	hydrolase	25	25
K11366	hydrolase	14	14
K11366	peptidase	14	14
K11366	protease	14	14
K11367	atp_binding	7	7
K11367	atpase	7	7
K11367	hydrolase	7	7
K11391	methyltransferase	105	105
K11391	transferase	105	105
K11392	methyltransferase	86	86
K11392	transferase	86	86
K11393	methyltransferase	10	10
K11393	transferase	10	10
K11404	amidase	10	10
K11404	hydrolase	10	10
K11405	amidase	7	7
K11405	hydrolase	7	7
K11406	amidase	9	9
K11406	hydrolase	9	9
K11407	amidase	7	7
K11407	hydrolase	7	7
K11411	transferase	6	6
K11412	transferase	6	6
K11414	cytoplasmic	7	7
K11414	transferase	7	7
K11415	transferase	16	16
K11416	transferase	6	6
K11417	transferase	5	5
K11419	methyltransferase	17	17
K11419	transferase	17	17
K11420	chromatin	8	9
K11420	enzyme	8	9
K11420	methyltransferase	8	9
K11420	transferase	8	9
K11421	methyltransferase	5	5
K11421	transferase	5	5
K11422	methyltransferase	27	27
K11422	transferase	27	27
K11426	methyltransferase	13	13
K11426	transferase	13	13
K11427	methyltransferase	19	19
K11427	transferase	19	19
K11428	methyltransferase	9	9
K11428	transferase	9	9
K11429	methyltransferase	21	21
K11429	transferase	21	21
K11430	methyltransferase	15	15
K11430	transferase	15	15
K11433	methyltransferase	7	7
K11433	transferase	7	7
K11434	methyltransferase	13	13
K11434	transferase	13	13
K11436	methyltransferase	6	6
K11436	transferase	6	6
K11437	methyltransferase	8	8
K11437	transferase	8	8
K11438	methyltransferase	24	24
K11438	transferase	24	24
K11442	nucleotidyltransferase	13	13
K11442	transferase	13	13
K11446	dioxygenase	21	22
K11446	oxidoreductase	21	22
K11446	oxygenase	21	22
K11450	chromatin	5	5
K11450	oxidoreductase	5	5
K11450	regulator	5	5
K11450	regulatory	5	5
K11479	kinase	10	10
K11479	serine_threonine_kinase	10	10
K11479	transferase	10	10
K11481	kinase	5	5
K11481	serine_threonine_kinase	5	5
K11481	transferase	5	5
K11517	oxidoreductase	22	22
K11529	atp_binding	9	10
K11529	kinase	9	10
K11529	transferase	9	10
K11530	isomerase	26	26
K11532	hydrolase	31	31
K11532	phosphatase	31	31
K11536	inner_membrane	10	11
K11536	membrane	10	11
K11536	transporter	9	11
K11539	dehydrogenase	6	6
K11539	nad_binding	6	6
K11539	oxidoreductase	6	6
K11540	amidase	5	5
K11540	hydrolase	5	5
K11540	ligase	5	5
K11540	synthetase	5	5
K11540	transferase	5	5
K11592	endonuclease	25	25
K11592	hydrolase	25	25
K11592	nuclease	25	25
K11592	rnase	25	25
K11594	atp_binding	44	45
K11594	atpase	44	45
K11594	hydrolase	44	45
K11608	transferase	10	10
K11609	transferase	5	5
K11644	chromatin	9	11
K11645	lyase	14	15
K11646	nad_binding	33	33
K11646	oxidoreductase	33	33
K11647	atp_binding	7	7
K11647	atpase	7	7
K11647	hydrolase	7	7
K11654	atp_binding	10	10
K11654	atpase	10	10
K11654	hydrolase	10	10
K11654	regulator	9	10
K11654	regulatory	9	10
K11661	atp_binding	15	15
K11661	atpase	15	15
K11661	hydrolase	15	15
K11665	atp_binding	26	26
K11665	atpase	26	26
K11665	hydrolase	26	26
K11687	amidase	7	7
K11687	carbohydrate_active	7	7
K11687	glycosidase	7	7
K11687	hydrolase	7	7
K11693	transferase	13	13
K11694	transferase	10	10
K11695	transferase	10	10
K11699	nucleotidyltransferase	7	7
K11699	transferase	7	7
K11703	transferase	12	12
K11713	transferase	8	8
K11716	regulator	5	5
K11716	regulatory	5	5
K11717	sulfurtransferase	93	93
K11717	transferase	93	93
K11718	glycosyltransferase	9	9
K11718	transferase	9	9
K11725	hydrolase	6	6
K11725	phosphatase	6	6
K11746	nad_binding	43	43
K11746	oxidoreductase	43	43
K11748	nad_binding	55	55
K11748	oxidoreductase	55	55
K11749	hydrolase	61	61
K11749	metal_binding	61	61
K11749	peptidase	61	61
K11749	protease	61	61
K11750	esterase	69	69
K11750	hydrolase	69	69
K11751	hydrolase	8	9
K11751	phosphatase	8	9
K11752	dehydrogenase	13	15
K11752	hydrolase	15	15
K11752	nad_binding	13	15
K11752	oxidoreductase	13	15
K11753	atp_binding	13	13
K11753	kinase	13	13
K11753	nucleotidyltransferase	13	13
K11753	transferase	13	13
K11754	ligase	7	8
K11754	synthetase	7	8
K11755	hydrolase	58	58
K11778	transferase	16	16
K11779	lyase	8	8
K11779	transferase	8	8
K11780	lyase	30	30
K11781	transferase	35	35
K11787	ligase	6	6
K11787	synthetase	6	6
K11787	transferase	6	6
K11808	decarboxylase	7	7
K11808	lyase	7	7
K11816	monooxygenase	13	13
K11816	nad_binding	13	13
K11816	oxidoreductase	13	13
K11816	oxygenase	13	13
K11817	oxidoreductase	5	5
K11822	sulfurtransferase	10	10
K11822	transferase	10	10
K11824	cytoplasmic	11	12
K11824	inner_membrane	10	12
K11824	membrane	10	12
K11833	hydrolase	5	5
K11833	peptidase	5	5
K11833	protease	5	5
K11834	hydrolase	9	9
K11834	peptidase	9	9
K11834	protease	9	9
K11835	hydrolase	10	10
K11835	peptidase	10	10
K11835	protease	10	10
K11836	hydrolase	12	12
K11836	peptidase	12	12
K11836	protease	12	12
K11837	hydrolase	5	5
K11837	peptidase	5	5
K11837	protease	5	5
K11838	cysteine_protease	10	12
K11838	deubiquitinase	10	12
K11838	enzyme	10	12
K11838	hydrolase	12	12
K11838	peptidase	12	12
K11838	protease	12	12
K11839	hydrolase	8	8
K11839	peptidase	8	8
K11839	protease	8	8
K11840	hydrolase	6	6
K11840	peptidase	6	6
K11840	protease	6	6
K11841	hydrolase	12	12
K11841	peptidase	12	12
K11841	protease	12	12
K11842	hydrolase	16	16
K11842	peptidase	16	16
K11842	protease	16	16
K11843	hydrolase	10	10
K11843	peptidase	10	10
K11843	protease	10	10
K11844	hydrolase	14	14
K11844	peptidase	14	14
K11844	protease	14	14
K11845	hydrolase	20	23
K11845	peptidase	20	23
K11845	protease	20	23
K11848	hydrolase	13	13
K11848	peptidase	13	13
K11848	protease	13	13
K11849	hydrolase	6	6
K11849	peptidase	6	6
K11849	protease	6	6
K11850	hydrolase	9	9
K11850	peptidase	9	9
K11850	protease	9	9
K11851	hydrolase	7	7
K11851	peptidase	7	7
K11851	protease	7	7
K11855	hydrolase	20	20
K11855	peptidase	20	20
K11855	protease	20	20
K11857	hydrolase	5	5
K11857	peptidase	5	5
K11857	protease	5	5
K11858	hydrolase	5	5
K11858	peptidase	5	5
K11858	protease	5	5
K11862	hydrolase	8	8
K11862	peptidase	8	8
K11862	protease	8	8
K11863	hydrolase	9	9
K11863	peptidase	9	9
K11863	protease	9	9
K11864	hydrolase	11	11
K11864	peptidase	11	11
K11864	protease	11	11
K11865	hydrolase	5	5
K11865	peptidase	5	5
K11865	protease	5	5
K11866	hydrolase	8	8
K11866	peptidase	8	8
K11866	protease	8	8
K11872	hydrolase	7	7
K11872	peptidase	7	7
K11872	protease	7	7
K11883	hydrolase	8	8
K11885	hydrolase	28	28
K11885	peptidase	28	28
K11885	protease	28	28
K11936	glycosyltransferase	10	10
K11936	transferase	10	10
K11938	hydrolase	58	58
K11941	transferase	41	41
K11964	enzyme	5	5
K11964	regulator	5	5
K11964	regulatory	5	5
K11964	transferase	5	5
K11964	ubiquitin_ligase	5	5
K11968	transferase	21	21
K11971	transferase	5	5
K11975	transferase	8	8
K11981	transferase	5	5
K11982	transferase	15	16
K11983	transferase	5	5
K11987	oxidoreductase	9	9
K11987	oxygenase	9	9
K11988	hydrolase	7	7
K11989	hydrolase	5	5
K11991	hydrolase	25	25
K11994	dnase	9	9
K11994	endonuclease	9	9
K11994	hydrolase	9	9
K11994	nuclease	9	9
K11995	dnase	11	11
K11995	endonuclease	11	11
K11995	hydrolase	11	11
K11995	nuclease	11	11
K11996	nucleotidyltransferase	43	43
K11996	sulfurtransferase	43	43
K11996	transferase	43	43
K11997	transferase	8	9
K11999	transferase	6	6
K12002	transferase	5	5
K12008	transferase	5	5
K12036	transferase	6	6
K12073	hydrolase	32	32
K12132	kinase	47	48
K12132	serine_threonine_kinase	47	48
K12132	transferase	48	48
K12150	hydrolase	6	6
K12152	hydrolase	16	16
K12166	transferase	7	7
K12171	transferase	13	13
K12196	atp_binding	12	13
K12196	atpase	12	13
K12196	hydrolase	12	13
K12232	transferase	6	6
K12234	ligase	15	15
K12234	synthetase	15	15
K12235	enzyme	7	8
K12235	epimerase	7	8
K12235	isomerase	8	8
K12235	lyase	8	8
K12235	racemase	8	8
K12251	amidase	5	5
K12251	hydrolase	5	5
K12260	enzyme	6	6
K12260	halogenase	6	6
K12260	oxidase	6	6
K12260	oxidative_stress	6	6
K12260	oxidoreductase	6	6
K12260	sulfur_metabolism	6	6
K12261	lyase	7	7
K12265	nad_binding	55	55
K12265	oxidoreductase	55	55
K12267	oxidoreductase	17	17
K12267	sulfur_metabolism	17	17
K12297	methyltransferase	164	164
K12297	transferase	164	164
K12304	hydrolase	5	5
K12308	carbohydrate_active	11	11
K12308	glycosidase	11	11
K12308	hydrolase	11	11
K12309	carbohydrate_active	9	9
K12309	glycosidase	9	9
K12309	hydrolase	9	9
K12310	carbohydrate_active	5	5
K12310	glycosidase	5	5
K12310	hydrolase	5	5
K12311	carbohydrate_active	6	6
K12311	glycosidase	6	6
K12311	hydrolase	6	6
K12313	atp_binding	6	6
K12313	atpase	6	6
K12313	hydrolase	6	6
K12314	atp_binding	16	16
K12314	atpase	16	16
K12314	hydrolase	16	16
K12315	atp_binding	5	5
K12315	atpase	5	5
K12315	hydrolase	5	5
K12316	carbohydrate_active	5	5
K12316	glycosidase	5	5
K12316	hydrolase	5	5
K12318	lyase	8	8
K12319	lyase	9	9
K12320	lyase	5	5
K12321	lyase	6	6
K12323	lyase	5	5
K12345	nad_binding	15	15
K12345	oxidoreductase	15	15
K12348	amidase	10	10
K12348	hydrolase	10	10
K12349	amidase	14	14
K12349	hydrolase	14	14
K12350	hydrolase	8	8
K12350	phosphodiesterase	8	8
K12351	hydrolase	6	6
K12351	phosphodiesterase	6	6
K12357	carbohydrate_active	9	9
K12357	glycosidase	9	9
K12357	hydrolase	9	9
K12371	translocase	5	5
K12371	transporter	5	5
K12373	carbohydrate_active	28	28
K12373	glycosidase	28	28
K12373	hydrolase	28	28
K12375	hydrolase	6	6
K12376	hydrolase	7	7
K12390	hydrolase	6	6
K12392	cytoplasmic	6	6
K12404	transporter	9	10
K12404	vesicle_trafficking	9	10
K12410	transferase	106	106
K12431	transferase	5	5
K12445	nad_binding	7	7
K12445	oxidoreductase	7	7
K12447	nucleotidyltransferase	5	5
K12447	transferase	5	5
K12448	isomerase	6	6
K12448	racemase	6	6
K12503	transferase	16	16
K12506	lyase	93	93
K12506	nucleotidyltransferase	93	93
K12506	transferase	93	93
K12524	atp_binding	8	8
K12524	dehydrogenase	8	8
K12524	kinase	8	8
K12524	nad_binding	8	8
K12524	oxidoreductase	8	8
K12524	transferase	8	8
K12550	oxidoreductase	6	6
K12550	peroxidase	6	6
K12562	cytoplasmic	10	10
K12571	exonuclease	27	28
K12571	hydrolase	27	28
K12571	nuclease	27	28
K12571	rnase	27	28
K12573	exonuclease	21	22
K12573	hydrolase	21	22
K12573	nuclease	21	22
K12573	rnase	21	22
K12574	hydrolase	44	46
K12580	regulator	6	6
K12580	regulatory	6	6
K12581	exonuclease	23	23
K12581	hydrolase	23	23
K12581	nuclease	23	23
K12581	rnase	23	23
K12582	glycosyltransferase	58	58
K12582	transferase	58	58
K12584	hydrolase	8	8
K12585	exonuclease	6	6
K12585	hydrolase	6	6
K12585	nuclease	6	6
K12585	rnase	6	6
K12591	exonuclease	8	9
K12591	hydrolase	8	9
K12591	nuclease	8	9
K12591	rnase	8	9
K12598	atp_binding	9	9
K12598	atpase	9	9
K12598	hydrolase	9	9
K12599	atp_binding	5	5
K12599	atpase	5	5
K12599	hydrolase	5	5
K12603	exonuclease	32	32
K12603	hydrolase	32	32
K12603	nuclease	32	32
K12603	rnase	32	32
K12605	regulator	6	6
K12605	regulatory	6	6
K12613	hydrolase	8	8
K12614	atp_binding	41	41
K12614	atpase	41	41
K12614	hydrolase	41	41
K12619	exonuclease	23	23
K12619	hydrolase	23	23
K12619	nuclease	23	23
K12619	rnase	23	23
K12655	hydrolase	8	8
K12655	peptidase	8	8
K12655	protease	8	8
K12657	atp_binding	8	8
K12657	kinase	8	8
K12657	nad_binding	8	8
K12657	oxidoreductase	8	8
K12657	transferase	8	8
K12658	isomerase	35	36
K12658	racemase	35	36
K12660	lyase	33	33
K12661	dehydratase	46	46
K12661	lyase	46	46
